,home_team,away_team,home_score,away_score,home_penalty,away_penalty,total_goals,Winner,Stage,Year,Date,Host,Venue,Attendance,h_red_card_count,a_red_card_count,h_yellow_red_card_count,a_yellow_red_card_count,h_yellow_card_long_count,a_yellow_card_long_count
495,United States,Switzerland,1,1,,,2,Draw,Fase de Grupos,1994,1994-06-18,United States,"Pontiac Silverdome, Detroit",73425,0,0,0,0,1,2
496,Italy,Republic of Ireland,0,1,,,1,Republic of Ireland,Fase de Grupos,1994,1994-06-18,United States,"Giants Stadium, New York/New Jersey",75338,0,0,0,0,0,3
497,Colombia,Romania,1,3,,,4,Romania,Fase de Grupos,1994,1994-06-18,United States,"Rose Bowl, Los Angeles",91856,0,0,0,0,3,1
498,Germany,Bolivia,1,0,,,1,Germany,Fase de Grupos,1994,1994-06-17,United States,"Soldier Field, Chicago",63117,0,1,0,0,2,4
499,Spain,Korea Republic,2,2,,,4,Draw,Fase de Grupos,1994,1994-06-17,United States,"Cotton Bowl, Dallas",56247,1,0,0,0,2,2
500,West Germany,Argentina,1,0,,,1,West Germany,Final,1990,1990-07-08,Italy,"Stadio Olimpico, Rome",73603,0,2,0,0,1,3
501,Italy,England,2,1,,,3,Italy,Terceiro Lugar,1990,1990-07-07,Italy,"Stadio San Nicola, Bari",51426,0,0,0,0,0,0
502,West Germany,England,1,1,4.0,3.0,2,West Germany,Semi-finais,1990,1990-07-04,Italy,"Stadio delle Alpi, Turin",62628,0,0,0,0,1,2
503,Italy,Argentina,1,1,3.0,4.0,2,Argentina,Semi-finais,1990,1990-07-03,Italy,"San Paolo, Naples",59978,0,0,0,1,1,5
504,West Germany,Czechoslovakia,1,0,,,1,West Germany,Quartas de Final,1990,1990-07-01,Italy,"Giuseppe Meazza, Milan",73347,0,1,0,0,1,4
505,England,Cameroon,3,2,,,5,England,Quartas de Final,1990,1990-07-01,Italy,"San Paolo, Naples",55205,0,0,0,0,1,3
506,Yugoslavia,Argentina,0,0,2.0,3.0,0,Argentina,Quartas de Final,1990,1990-06-30,Italy,"Comunale, Florence",38971,1,0,0,0,1,4
507,Italy,Republic of Ireland,1,0,,,1,Italy,Quartas de Final,1990,1990-06-30,Italy,"Stadio Olimpico, Rome",73303,0,0,0,0,1,1
508,Spain,Yugoslavia,1,2,,,3,Yugoslavia,Oitavas de Final,1990,1990-06-26,Italy,"Marc Antonio Bentegodi, Verona",35500,0,0,0,0,2,3
509,England,Belgium,1,0,,,1,England,Oitavas de Final,1990,1990-06-26,Italy,"Renato Dall Ara, Bologna",34520,0,0,0,0,1,0
510,Republic of Ireland,Romania,0,0,5.0,4.0,0,Republic of Ireland,Oitavas de Final,1990,1990-06-25,Italy,"Luigi Ferraris, Genoa",31818,0,0,0,0,2,2
511,Italy,Uruguay,2,0,,,2,Italy,Oitavas de Final,1990,1990-06-25,Italy,"Stadio Olimpico, Rome",73303,0,0,0,0,1,4
512,Brazil,Argentina,0,1,,,1,Argentina,Oitavas de Final,1990,1990-06-24,Italy,"Stadio delle Alpi, Turin",61381,1,0,0,0,2,3
513,West Germany,Netherlands,2,1,,,3,West Germany,Oitavas de Final,1990,1990-06-24,Italy,"Giuseppe Meazza, Milan",74559,1,1,0,0,2,3
514,Cameroon,Colombia,2,1,,,3,Cameroon,Oitavas de Final,1990,1990-06-23,Italy,"San Paolo, Naples",50026,0,0,0,0,4,2
515,Czechoslovakia,Costa Rica,4,1,,,5,Czechoslovakia,Oitavas de Final,1990,1990-06-23,Italy,"Stadio San Nicola, Bari",47673,0,0,0,0,3,2
516,Belgium,Spain,1,2,,,3,Spain,Fase de Grupos,1990,1990-06-21,Italy,"Marc Antonio Bentegodi, Verona",35950,0,0,0,0,0,0
517,Korea Republic,Uruguay,0,1,,,1,Uruguay,Fase de Grupos,1990,1990-06-21,Italy,"Friuli, Udine",29039,1,0,0,0,2,2
518,Republic of Ireland,Netherlands,1,1,,,2,Draw,Fase de Grupos,1990,1990-06-21,Italy,"Della Favorita, Palermo",33288,0,0,0,0,0,1
519,England,Egypt,1,0,,,1,England,Fase de Grupos,1990,1990-06-21,Italy,"Sant Elia, Cagliari",34959,0,0,0,0,1,2
520,Sweden,Costa Rica,1,2,,,3,Costa Rica,Fase de Grupos,1990,1990-06-20,Italy,"Luigi Ferraris, Genoa",30223,0,0,0,0,2,2
521,Brazil,Scotland,1,0,,,1,Brazil,Fase de Grupos,1990,1990-06-20,Italy,"Stadio delle Alpi, Turin",62502,0,0,0,0,0,2
522,West Germany,Colombia,1,1,,,2,Draw,Fase de Grupos,1990,1990-06-19,Italy,"Giuseppe Meazza, Milan",72510,0,0,0,0,1,3
523,Yugoslavia,United Arab Emirates,4,1,,,5,Yugoslavia,Fase de Grupos,1990,1990-06-19,Italy,"Renato Dall Ara, Bologna",27833,0,0,0,1,3,1
524,Austria,United States,2,1,,,3,Austria,Fase de Grupos,1990,1990-06-19,Italy,"Comunale, Florence",34857,1,0,0,0,5,4
525,Italy,Czechoslovakia,2,0,,,2,Italy,Fase de Grupos,1990,1990-06-19,Italy,"Stadio Olimpico, Rome",73303,0,0,0,0,2,2
526,Argentina,Romania,1,1,,,2,Draw,Fase de Grupos,1990,1990-06-18,Italy,"San Paolo, Naples",52733,0,0,0,0,2,3
527,Cameroon,Soviet Union,0,4,,,4,Soviet Union,Fase de Grupos,1990,1990-06-18,Italy,"Stadio San Nicola, Bari",37307,0,0,0,0,2,1
528,Republic of Ireland,Egypt,0,0,,,0,Draw,Fase de Grupos,1990,1990-06-17,Italy,"Della Favorita, Palermo",33288,0,0,0,0,1,1
529,Belgium,Uruguay,3,1,,,4,Belgium,Fase de Grupos,1990,1990-06-17,Italy,"Marc Antonio Bentegodi, Verona",33759,0,0,1,0,1,1
530,Korea Republic,Spain,1,3,,,4,Spain,Fase de Grupos,1990,1990-06-17,Italy,"Dacia Arena, Udine",32733,0,0,0,0,3,0
531,Brazil,Costa Rica,1,0,,,1,Brazil,Fase de Grupos,1990,1990-06-16,Italy,"Stadio delle Alpi, Turin",58007,0,0,0,0,2,2
532,England,Netherlands,0,0,,,0,Draw,Fase de Grupos,1990,1990-06-16,Italy,"Sant Elia, Cagliari",35267,0,0,0,0,0,0
533,Sweden,Scotland,1,2,,,3,Scotland,Fase de Grupos,1990,1990-06-16,Italy,"Luigi Ferraris, Genoa",31823,0,0,0,0,1,1
534,Austria,Czechoslovakia,0,1,,,1,Czechoslovakia,Fase de Grupos,1990,1990-06-15,Italy,"Comunale, Florence",38962,0,0,0,0,3,2
535,West Germany,United Arab Emirates,5,1,,,6,West Germany,Fase de Grupos,1990,1990-06-15,Italy,"Giuseppe Meazza, Milan",71169,0,0,0,0,1,2
536,Yugoslavia,Colombia,1,0,,,1,Yugoslavia,Fase de Grupos,1990,1990-06-14,Italy,"Renato Dall Ara, Bologna",32257,0,0,0,0,1,0
537,Cameroon,Romania,2,1,,,3,Cameroon,Fase de Grupos,1990,1990-06-14,Italy,"Stadio San Nicola, Bari",38687,0,0,0,0,2,1
538,Italy,United States,1,0,,,1,Italy,Fase de Grupos,1990,1990-06-14,Italy,"Stadio Olimpico, Rome",73423,0,0,0,0,1,1
539,Uruguay,Spain,0,0,,,0,Draw,Fase de Grupos,1990,1990-06-13,Italy,"Dacia Arena, Udine",35713,0,0,0,0,2,2
540,Argentina,Soviet Union,2,0,,,2,Argentina,Fase de Grupos,1990,1990-06-13,Italy,"San Paolo, Naples",55759,0,1,0,0,5,1
541,Belgium,Korea Republic,2,0,,,2,Belgium,Fase de Grupos,1990,1990-06-12,Italy,"Marc Antonio Bentegodi, Verona",32790,0,0,0,0,0,1
542,Netherlands,Egypt,1,1,,,2,Draw,Fase de Grupos,1990,1990-06-12,Italy,"Della Favorita, Palermo",33288,0,0,0,0,1,1
543,Costa Rica,Scotland,1,0,,,1,Costa Rica,Fase de Grupos,1990,1990-06-11,Italy,"Luigi Ferraris, Genoa",30867,0,0,0,0,0,0
544,England,Republic of Ireland,1,1,,,2,Draw,Fase de Grupos,1990,1990-06-11,Italy,"Sant Elia, Cagliari",35238,0,0,0,0,1,0
545,United States,Czechoslovakia,1,5,,,6,Czechoslovakia,Fase de Grupos,1990,1990-06-10,Italy,"Comunale, Florence",33266,1,0,0,0,2,2
546,West Germany,Yugoslavia,4,1,,,5,West Germany,Fase de Grupos,1990,1990-06-10,Italy,"Giuseppe Meazza, Milan",74765,0,0,0,0,1,0
547,Brazil,Sweden,2,1,,,3,Brazil,Fase de Grupos,1990,1990-06-10,Italy,"Stadio delle Alpi, Turin",62628,0,0,0,0,3,1
548,United Arab Emirates,Colombia,0,2,,,2,Colombia,Fase de Grupos,1990,1990-06-09,Italy,"Renato Dall Ara, Bologna",30791,0,0,0,0,3,0
549,Soviet Union,Romania,0,2,,,2,Romania,Fase de Grupos,1990,1990-06-09,Italy,"Stadio San Nicola, Bari",42907,0,0,0,0,1,1
550,Italy,Austria,1,0,,,1,Italy,Fase de Grupos,1990,1990-06-09,Italy,"Stadio Olimpico, Rome",73303,0,0,0,0,0,1
551,Argentina,Cameroon,0,1,,,1,Cameroon,Fase de Grupos,1990,1990-06-08,Italy,"Giuseppe Meazza, Milan",73780,0,2,0,0,1,3
552,Argentina,West Germany,3,2,,,5,Argentina,Final,1986,1986-06-29,Mexico,"Estadio Azteca, Mexico City",114600,0,0,0,0,4,2
553,France,Belgium,4,2,,,6,France,Terceiro Lugar,1986,1986-06-28,Mexico,"Cuauhtemoc, Puebla",21000,0,0,0,0,0,1
554,France,West Germany,0,2,,,2,West Germany,Semi-finais,1986,1986-06-25,Mexico,"Jalisco, Guadalajara",45000,0,0,0,0,1,1
555,Argentina,Belgium,2,0,,,2,Argentina,Semi-finais,1986,1986-06-25,Mexico,"Estadio Azteca, Mexico City",114500,0,0,0,0,1,1
556,Argentina,England,2,1,,,3,Argentina,Quartas de Final,1986,1986-06-22,Mexico,"Estadio Azteca, Mexico City",114580,0,0,0,0,1,1
557,Spain,Belgium,1,1,4.0,5.0,2,Belgium,Quartas de Final,1986,1986-06-22,Mexico,"Cuauhtemoc, Puebla",45000,0,0,0,0,2,2
558,Brazil,France,1,1,3.0,4.0,2,France,Quartas de Final,1986,1986-06-21,Mexico,"Jalisco, Guadalajara",65000,0,0,0,0,0,0
559,West Germany,Mexico,0,0,4.0,1.0,0,West Germany,Quartas de Final,1986,1986-06-21,Mexico,"Estadio Universitario, Monterrey",41700,1,1,0,0,3,5
560,England,Paraguay,3,0,,,3,England,Oitavas de Final,1986,1986-06-18,Mexico,"Estadio Azteca, Mexico City",98728,0,0,0,0,2,1
561,Denmark,Spain,1,5,,,6,Spain,Oitavas de Final,1986,1986-06-18,Mexico,"Estadio Corregidora, Queretaro",38500,0,0,0,0,1,3
562,Italy,France,0,2,,,2,France,Oitavas de Final,1986,1986-06-17,Mexico,"Estadio Olï¿½mpico Universitario, Mexico City",70000,0,0,0,0,2,1
563,Morocco,West Germany,0,1,,,1,West Germany,Oitavas de Final,1986,1986-06-17,Mexico,"Estadio Universitario, Monterrey",19800,0,0,0,0,2,0
564,Brazil,Poland,4,0,,,4,Brazil,Oitavas de Final,1986,1986-06-16,Mexico,"Jalisco, Guadalajara",45000,0,0,0,0,2,3
565,Argentina,Uruguay,1,0,,,1,Argentina,Oitavas de Final,1986,1986-06-16,Mexico,"Cuauhtemoc, Puebla",26000,0,0,0,0,3,4
566,Mexico,Bulgaria,2,0,,,2,Mexico,Oitavas de Final,1986,1986-06-15,Mexico,"Estadio Azteca, Mexico City",114580,0,0,0,0,0,1
567,Soviet Union,Belgium,3,4,,,7,Belgium,Oitavas de Final,1986,1986-06-15,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",32277,0,0,0,0,0,1
568,Scotland,Uruguay,0,0,,,0,Draw,Fase de Grupos,1986,1986-06-13,Mexico,"Neza, Nezahualcoyotl",20000,0,1,0,0,2,3
569,Denmark,West Germany,2,0,,,2,Denmark,Fase de Grupos,1986,1986-06-13,Mexico,"Estadio Corregidora, Queretaro",36000,1,0,0,0,1,2
570,Algeria,Spain,0,3,,,3,Spain,Fase de Grupos,1986,1986-06-12,Mexico,"Tecnologico, Monterrey",23980,0,0,0,0,1,1
571,Northern Ireland,Brazil,0,3,,,3,Brazil,Fase de Grupos,1986,1986-06-12,Mexico,"Jalisco, Guadalajara",51000,0,0,0,0,1,0
572,Paraguay,Belgium,2,2,,,4,Draw,Fase de Grupos,1986,1986-06-11,Mexico,"Bombonera - Estadio Nemesio Diez, Toluca",16000,0,0,0,0,1,1
573,Iraq,Mexico,0,1,,,1,Mexico,Fase de Grupos,1986,1986-06-11,Mexico,"Estadio Azteca, Mexico City",103763,0,0,0,0,2,0
574,England,Poland,3,0,,,3,England,Fase de Grupos,1986,1986-06-11,Mexico,"Tecnologico, Monterrey",22700,0,0,0,0,1,0
575,Portugal,Morocco,1,3,,,4,Morocco,Fase de Grupos,1986,1986-06-11,Mexico,"Tres de Marzo, Guadalajara",28000,0,0,0,0,1,0
576,Argentina,Bulgaria,2,0,,,2,Argentina,Fase de Grupos,1986,1986-06-10,Mexico,"Estadio Olï¿½mpico Universitario, Mexico City",65000,0,0,0,0,1,0
577,Korea Republic,Italy,2,3,,,5,Italy,Fase de Grupos,1986,1986-06-10,Mexico,"Cuauhtemoc, Puebla",20000,0,0,0,0,3,3
578,Soviet Union,Canada,2,0,,,2,Soviet Union,Fase de Grupos,1986,1986-06-09,Mexico,"Estadio Irapuato, Irapuato",14200,0,0,0,0,0,0
579,Hungary,France,0,3,,,3,France,Fase de Grupos,1986,1986-06-09,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",31420,0,0,0,0,0,2
580,West Germany,Scotland,2,1,,,3,West Germany,Fase de Grupos,1986,1986-06-08,Mexico,"Estadio Corregidora, Queretaro",30000,0,0,0,0,0,3
581,Iraq,Belgium,1,2,,,3,Belgium,Fase de Grupos,1986,1986-06-08,Mexico,"Bombonera - Estadio Nemesio Diez, Toluca",20000,0,0,1,0,6,1
582,Denmark,Uruguay,6,1,,,7,Denmark,Fase de Grupos,1986,1986-06-08,Mexico,"Neza, Nezahualcoyotl",26500,0,1,0,0,1,2
583,Mexico,Paraguay,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-07,Mexico,"Estadio Azteca, Mexico City",114600,0,0,0,0,3,2
584,Northern Ireland,Spain,1,2,,,3,Spain,Fase de Grupos,1986,1986-06-07,Mexico,"Tres de Marzo, Guadalajara",28000,0,0,0,0,1,1
585,Poland,Portugal,1,0,,,1,Poland,Fase de Grupos,1986,1986-06-07,Mexico,"Estadio Universitario, Monterrey",19915,0,0,0,0,2,0
586,Brazil,Algeria,1,0,,,1,Brazil,Fase de Grupos,1986,1986-06-06,Mexico,"Jalisco, Guadalajara",48000,0,0,0,0,0,0
587,Hungary,Canada,2,0,,,2,Hungary,Fase de Grupos,1986,1986-06-06,Mexico,"Estadio Irapuato, Irapuato",13800,0,1,0,0,0,2
588,England,Morocco,0,0,,,0,Draw,Fase de Grupos,1986,1986-06-06,Mexico,"Tecnologico, Monterrey",20200,1,0,0,0,2,2
589,Italy,Argentina,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-05,Mexico,"Cuauhtemoc, Puebla",32000,0,0,0,0,1,2
590,France,Soviet Union,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-05,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",36540,0,0,0,0,2,2
591,Korea Republic,Bulgaria,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-05,Mexico,"Estadio Olï¿½mpico Universitario, Mexico City",45000,0,0,0,0,2,1
592,Paraguay,Iraq,1,0,,,1,Paraguay,Fase de Grupos,1986,1986-06-04,Mexico,"Bombonera - Estadio Nemesio Diez, Toluca",24000,0,0,0,0,1,1
593,Uruguay,West Germany,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-04,Mexico,"Estadio Corregidora, Queretaro",30500,0,0,0,0,2,0
594,Scotland,Denmark,0,1,,,1,Denmark,Fase de Grupos,1986,1986-06-04,Mexico,"Neza, Nezahualcoyotl",18000,0,0,0,0,0,1
595,Belgium,Mexico,1,2,,,3,Mexico,Fase de Grupos,1986,1986-06-03,Mexico,"Estadio Azteca, Mexico City",110000,0,0,0,0,1,2
596,Algeria,Northern Ireland,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-03,Mexico,"Tres de Marzo, Guadalajara",22000,0,0,0,0,1,3
597,Portugal,England,1,0,,,1,Portugal,Fase de Grupos,1986,1986-06-03,Mexico,"Tecnologico, Monterrey",23000,0,0,0,0,1,2
598,Soviet Union,Hungary,6,0,,,6,Soviet Union,Fase de Grupos,1986,1986-06-02,Mexico,"Estadio Irapuato, Irapuato",16500,0,0,0,0,0,0
599,Argentina,Korea Republic,3,1,,,4,Argentina,Fase de Grupos,1986,1986-06-02,Mexico,"Estadio Olï¿½mpico Universitario, Mexico City",60000,0,0,0,0,0,2
600,Morocco,Poland,0,0,,,0,Draw,Fase de Grupos,1986,1986-06-02,Mexico,"Estadio Universitario, Monterrey",19900,0,0,0,0,1,0
601,Spain,Brazil,0,1,,,1,Brazil,Fase de Grupos,1986,1986-06-01,Mexico,"Jalisco, Guadalajara",35748,0,0,0,0,1,1
602,Canada,France,0,1,,,1,France,Fase de Grupos,1986,1986-06-01,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",65500,0,0,0,0,0,0
603,Bulgaria,Italy,1,1,,,2,Draw,Fase de Grupos,1986,1986-05-31,Mexico,"Estadio Azteca, Mexico City",96000,0,0,0,0,1,2
604,Italy,West Germany,3,1,,,4,Italy,Final,1982,1982-07-11,Spain,"Santiago Bernabeu, Madrid",90000,0,0,0,0,2,3
605,Poland,France,3,2,,,5,Poland,Terceiro Lugar,1982,1982-07-10,Spain,"Jose Rico Perez, Alicante",28000,0,0,0,0,2,1
606,Poland,Italy,0,2,,,2,Italy,Semi-finais,1982,1982-07-08,Spain,"Camp Nou, Barcelona",50000,0,0,0,0,3,1
607,West Germany,France,3,3,5.0,4.0,6,West Germany,Semi-finais,1982,1982-07-08,Spain,"Ramon Sanchez Pizjuan, Seville",70000,0,0,0,0,1,2
608,Italy,Brazil,3,2,,,5,Italy,Fase de Grupos,1982,1982-07-05,Spain,"Sarria, Barcelona",44000,0,0,0,0,2,0
609,Spain,England,0,0,,,0,Draw,Fase de Grupos,1982,1982-07-05,Spain,"Santiago Bernabeu, Madrid",75000,0,0,0,0,0,1
610,France,Northern Ireland,4,1,,,5,France,Fase de Grupos,1982,1982-07-04,Spain,"Vicente Calderon, Madrid",37000,0,0,0,0,1,1
611,Poland,Soviet Union,0,0,,,0,Draw,Fase de Grupos,1982,1982-07-04,Spain,"Camp Nou, Barcelona",65000,0,0,0,0,2,3
612,Argentina,Brazil,1,3,,,4,Brazil,Fase de Grupos,1982,1982-07-02,Spain,"Sarria, Barcelona",44000,1,0,0,0,1,2
613,West Germany,Spain,2,1,,,3,West Germany,Fase de Grupos,1982,1982-07-02,Spain,"Santiago Bernabeu, Madrid",90089,0,0,0,0,2,3
614,Austria,Northern Ireland,2,2,,,4,Draw,Fase de Grupos,1982,1982-07-01,Spain,"Vicente Calderon, Madrid",20000,0,0,0,0,1,0
615,Belgium,Soviet Union,0,1,,,1,Soviet Union,Fase de Grupos,1982,1982-07-01,Spain,"Camp Nou, Barcelona",45000,0,0,0,0,0,1
616,Italy,Argentina,2,1,,,3,Italy,Fase de Grupos,1982,1982-06-29,Spain,"Sarria, Barcelona",43000,0,1,0,0,2,3
617,West Germany,England,0,0,,,0,Draw,Fase de Grupos,1982,1982-06-29,Spain,"Santiago Bernabeu, Madrid",75000,0,0,0,0,1,0
618,Austria,France,0,1,,,1,France,Fase de Grupos,1982,1982-06-28,Spain,"Vicente Calderon, Madrid",37000,0,0,0,0,1,0
619,Poland,Belgium,3,0,,,3,Poland,Fase de Grupos,1982,1982-06-28,Spain,"Camp Nou, Barcelona",65000,0,0,0,0,1,0
620,England,Kuwait,1,0,,,1,England,Fase de Grupos,1982,1982-06-25,Spain,"San Mames, Bilbao",39700,0,0,0,0,1,1
621,West Germany,Austria,1,0,,,1,West Germany,Fase de Grupos,1982,1982-06-25,Spain,"El Molinon, Gijon",41000,0,0,0,0,0,2
622,Northern Ireland,Spain,1,0,,,1,Northern Ireland,Fase de Grupos,1982,1982-06-25,Spain,"Luis Casanova, Valencia",49562,1,0,0,0,2,1
623,France,Czechoslovakia,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-24,Spain,"Jose Zorrilla, Valladolid",28000,0,1,0,0,1,1
624,Algeria,Chile,3,2,,,5,Algeria,Fase de Grupos,1982,1982-06-24,Spain,"Carlos Tartiere, Oviedo",16000,0,0,0,0,0,1
625,Honduras,Yugoslavia,0,1,,,1,Yugoslavia,Fase de Grupos,1982,1982-06-24,Spain,"La Romareda, Zaragoza",25000,1,0,0,0,1,1
626,Italy,Cameroon,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-23,Spain,"Estadio Municipal de Balaï¿½dos, Vigo",20000,0,0,0,0,1,1
627,Argentina,El Salvador,2,0,,,2,Argentina,Fase de Grupos,1982,1982-06-23,Spain,"Jose Rico Perez, Alicante",32500,0,0,0,0,2,3
628,Brazil,New Zealand,4,0,,,4,Brazil,Fase de Grupos,1982,1982-06-23,Spain,"Benito Villamarin, Seville",43000,0,0,0,0,0,0
629,Poland,Peru,5,1,,,6,Poland,Fase de Grupos,1982,1982-06-22,Spain,"Riazor, La Coruï¿½A",25000,0,0,0,0,0,1
630,Belgium,Hungary,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-22,Spain,"Nuevo Estadio, Elche",37000,0,0,0,0,2,0
631,Soviet Union,Scotland,2,2,,,4,Draw,Fase de Grupos,1982,1982-06-22,Spain,"La Rosaleda, Malaga",45000,0,0,0,0,0,1
632,Algeria,Austria,0,2,,,2,Austria,Fase de Grupos,1982,1982-06-21,Spain,"Carlos Tartiere, Oviedo",22000,0,0,0,0,1,0
633,France,Kuwait,4,1,,,5,France,Fase de Grupos,1982,1982-06-21,Spain,"Jose Zorrilla, Valladolid",30043,0,0,0,0,1,2
634,Honduras,Northern Ireland,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-21,Spain,"La Romareda, Zaragoza",15000,0,0,0,0,0,0
635,West Germany,Chile,4,1,,,5,West Germany,Fase de Grupos,1982,1982-06-20,Spain,"El Molinon, Gijon",42000,0,0,0,0,0,2
636,England,Czechoslovakia,2,0,,,2,England,Fase de Grupos,1982,1982-06-20,Spain,"San Mames, Bilbao",41123,0,0,0,0,0,1
637,Spain,Yugoslavia,2,1,,,3,Spain,Fase de Grupos,1982,1982-06-20,Spain,"Luis Casanova, Valencia",48000,0,0,0,0,2,2
638,Poland,Cameroon,0,0,,,0,Draw,Fase de Grupos,1982,1982-06-19,Spain,"Riazor, La Coruï¿½A",19000,0,0,0,0,1,2
639,Soviet Union,New Zealand,3,0,,,3,Soviet Union,Fase de Grupos,1982,1982-06-19,Spain,"La Rosaleda, Malaga",19000,0,0,0,0,0,0
640,Belgium,El Salvador,1,0,,,1,Belgium,Fase de Grupos,1982,1982-06-19,Spain,"Nuevo Estadio, Elche",15000,0,0,0,0,0,2
641,Italy,Peru,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-18,Spain,"Estadio Municipal de Balaï¿½dos, Vigo",25000,0,0,0,0,1,1
642,Brazil,Scotland,4,1,,,5,Brazil,Fase de Grupos,1982,1982-06-18,Spain,"Benito Villamarin, Seville",47379,0,0,0,0,0,0
643,Argentina,Hungary,4,1,,,5,Argentina,Fase de Grupos,1982,1982-06-18,Spain,"Jose Rico Perez, Alicante",32093,0,0,0,0,0,0
644,Chile,Austria,0,1,,,1,Austria,Fase de Grupos,1982,1982-06-17,Spain,"Carlos Tartiere, Oviedo",22500,0,0,0,0,1,2
645,Czechoslovakia,Kuwait,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-17,Spain,"Jose Zorrilla, Valladolid",25000,0,0,0,0,0,0
646,Yugoslavia,Northern Ireland,0,0,,,0,Draw,Fase de Grupos,1982,1982-06-17,Spain,"La Romareda, Zaragoza",25000,0,0,0,0,0,1
647,England,France,3,1,,,4,England,Fase de Grupos,1982,1982-06-16,Spain,"San Mames, Bilbao",44172,0,0,0,0,1,0
648,West Germany,Algeria,1,2,,,3,Algeria,Fase de Grupos,1982,1982-06-16,Spain,"El Molinon, Gijon",42000,0,0,0,0,1,1
649,Spain,Honduras,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-16,Spain,"Luis Casanova, Valencia",49562,0,0,0,0,0,0
650,Peru,Cameroon,0,0,,,0,Draw,Fase de Grupos,1982,1982-06-15,Spain,"Riazor, La Coruï¿½A",11000,0,0,0,0,0,1
651,Hungary,El Salvador,10,1,,,11,Hungary,Fase de Grupos,1982,1982-06-15,Spain,"Nuevo Estadio, Elche",23000,0,0,0,0,2,0
652,Scotland,New Zealand,5,2,,,7,Scotland,Fase de Grupos,1982,1982-06-15,Spain,"La Rosaleda, Malaga",36000,0,0,0,0,0,0
653,Italy,Poland,0,0,,,0,Draw,Fase de Grupos,1982,1982-06-14,Spain,"Estadio Municipal de Balaï¿½dos, Vigo",33000,0,0,0,0,2,1
654,Brazil,Soviet Union,2,1,,,3,Brazil,Fase de Grupos,1982,1982-06-14,Spain,"Ramon Sanchez Pizjuan, Seville",68000,0,0,0,0,0,0
655,Argentina,Belgium,0,1,,,1,Belgium,Fase de Grupos,1982,1982-06-13,Spain,"Camp Nou, Barcelona",95000,0,0,0,0,1,1
656,Argentina,Netherlands,3,1,,,4,Argentina,Final,1978,1978-06-25,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71483,0,0,0,0,2,3
657,Brazil,Italy,2,1,,,3,Brazil,Terceiro Lugar,1978,1978-06-24,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",69659,0,0,0,0,2,1
658,Netherlands,Italy,2,1,,,3,Netherlands,Fase de Grupos,1978,1978-06-21,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",67433,0,0,0,0,2,3
659,Austria,West Germany,3,2,,,5,Austria,Fase de Grupos,1978,1978-06-21,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",38318,0,0,0,0,2,1
660,Brazil,Poland,3,1,,,4,Brazil,Fase de Grupos,1978,1978-06-21,Argentina,"San Martin, Mendoza",39586,0,0,0,0,2,0
661,Argentina,Peru,6,0,,,6,Argentina,Fase de Grupos,1978,1978-06-21,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",37315,0,0,0,0,0,2
662,Poland,Peru,1,0,,,1,Poland,Fase de Grupos,1978,1978-06-18,Argentina,"San Martin, Mendoza",35288,0,0,0,0,2,2
663,West Germany,Netherlands,2,2,,,4,Draw,Fase de Grupos,1978,1978-06-18,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",40750,0,1,0,0,1,2
664,Italy,Austria,1,0,,,1,Italy,Fase de Grupos,1978,1978-06-18,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",66695,0,0,0,0,0,0
665,Argentina,Brazil,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-18,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",37326,0,0,0,0,1,3
666,Netherlands,Austria,5,1,,,6,Netherlands,Fase de Grupos,1978,1978-06-14,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",25050,0,0,0,0,0,0
667,West Germany,Italy,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-14,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",67547,0,0,0,0,0,0
