home_team,away_team,home_score,away_score,home_penalty,away_penalty,total_goals,Winner,Stage,Year,Date,Host,Venue,Attendance,home_red_cards,away_red_cards,home_yellow_red_cards,away_yellow_red_cards
Yugoslavia,Zaire,9,0,,,9,Yugoslavia,Fase de Grupos,1974,1974-06-18,Germany,"Parkstadion, Gelsenkirchen",31700,0,1,0,0
Chile,Germany DR,1,1,,,2,Draw,Fase de Grupos,1974,1974-06-18,Germany,"Olympiastadion, Berlin West",28300,0,0,0,0
Scotland,Brazil,0,0,,,0,Draw,Fase de Grupos,1974,1974-06-18,Germany,"Waldstadion, Frankfurt/Main",62000,0,0,0,0
Uruguay,Netherlands,0,2,,,2,Netherlands,Fase de Grupos,1974,1974-06-15,Germany,"Niedersachsenstadion, Hanover",55100,1,0,0,0
Sweden,Bulgaria,0,0,,,0,Draw,Fase de Grupos,1974,1974-06-15,Germany,"Rheinstadion, Dï¿½Sseldorf",23800,0,0,0,0
Italy,Haiti,3,1,,,4,Italy,Fase de Grupos,1974,1974-06-15,Germany,"Olympiastadion, Munich",53000,0,0,0,0
Poland,Argentina,3,2,,,5,Poland,Fase de Grupos,1974,1974-06-15,Germany,"Neckarstadion, Stuttgart",32700,0,0,0,0
West Germany,Chile,1,0,,,1,West Germany,Fase de Grupos,1974,1974-06-14,Germany,"Olympiastadion, Berlin West",81100,0,1,0,0
Germany DR,Australia,2,0,,,2,Germany DR,Fase de Grupos,1974,1974-06-14,Germany,"Volksparkstadion, Hamburg",17000,0,0,0,0
Zaire,Scotland,0,2,,,2,Scotland,Fase de Grupos,1974,1974-06-14,Germany,"Westfalenstadion, Dortmund",27000,0,0,0,0
Brazil,Yugoslavia,0,0,,,0,Draw,Fase de Grupos,1974,1974-06-13,Germany,"Waldstadion, Frankfurt/Main",62000,0,0,0,0
Brazil,Italy,4,1,,,5,Brazil,Final,1970,1970-06-21,Mexico,"Estadio Azteca, Mexico City",107412,0,0,0,0
West Germany,Uruguay,1,0,,,1,West Germany,Terceiro Lugar,1970,1970-06-20,Mexico,"Estadio Azteca, Mexico City",104403,0,0,0,0
Italy,West Germany,4,3,,,7,Italy,Semi-finais,1970,1970-06-17,Mexico,"Estadio Azteca, Mexico City",102444,0,0,0,0
Brazil,Uruguay,3,1,,,4,Brazil,Semi-finais,1970,1970-06-17,Mexico,"Jalisco, Guadalajara",51261,0,0,0,0
Brazil,Peru,4,2,,,6,Brazil,Quartas de Final,1970,1970-06-14,Mexico,"Jalisco, Guadalajara",54233,0,0,0,0
Italy,Mexico,4,1,,,5,Italy,Quartas de Final,1970,1970-06-14,Mexico,"Luis Dosal, Toluca",26851,0,0,0,0
Uruguay,Soviet Union,1,0,,,1,Uruguay,Quartas de Final,1970,1970-06-14,Mexico,"Estadio Azteca, Mexico City",26085,0,0,0,0
West Germany,England,3,2,,,5,West Germany,Quartas de Final,1970,1970-06-14,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",23357,0,0,0,0
Mexico,Belgium,1,0,,,1,Mexico,Fase de Grupos,1970,1970-06-11,Mexico,"Estadio Azteca, Mexico City",108192,0,0,0,0
Italy,Israel,0,0,,,0,Draw,Fase de Grupos,1970,1970-06-11,Mexico,"Luis Dosal, Toluca",9890,0,0,0,0
Bulgaria,Morocco,1,1,,,2,Draw,Fase de Grupos,1970,1970-06-11,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",12299,0,0,0,0
England,Czechoslovakia,1,0,,,1,England,Fase de Grupos,1970,1970-06-11,Mexico,"Jalisco, Guadalajara",49292,0,0,0,0
West Germany,Peru,3,1,,,4,West Germany,Fase de Grupos,1970,1970-06-10,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",17875,0,0,0,0
Brazil,Romania,3,2,,,5,Brazil,Fase de Grupos,1970,1970-06-10,Mexico,"Jalisco, Guadalajara",50804,0,0,0,0
Sweden,Uruguay,1,0,,,1,Sweden,Fase de Grupos,1970,1970-06-10,Mexico,"Cuauhtemoc, Puebla",18163,0,0,0,0
Soviet Union,El Salvador,2,0,,,2,Soviet Union,Fase de Grupos,1970,1970-06-10,Mexico,"Estadio Azteca, Mexico City",89979,0,0,0,0
Mexico,El Salvador,4,0,,,4,Mexico,Fase de Grupos,1970,1970-06-07,Mexico,"Estadio Azteca, Mexico City",103058,0,0,0,0
Brazil,England,1,0,,,1,Brazil,Fase de Grupos,1970,1970-06-07,Mexico,"Jalisco, Guadalajara",66843,0,0,0,0
West Germany,Bulgaria,5,2,,,7,West Germany,Fase de Grupos,1970,1970-06-07,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",12710,0,0,0,0
Sweden,Israel,1,1,,,2,Draw,Fase de Grupos,1970,1970-06-07,Mexico,"Luis Dosal, Toluca",9624,0,0,0,0
Romania,Czechoslovakia,2,1,,,3,Romania,Fase de Grupos,1970,1970-06-06,Mexico,"Jalisco, Guadalajara",56818,0,0,0,0
Uruguay,Italy,0,0,,,0,Draw,Fase de Grupos,1970,1970-06-06,Mexico,"Cuauhtemoc, Puebla",29968,0,0,0,0
Soviet Union,Belgium,4,1,,,5,Soviet Union,Fase de Grupos,1970,1970-06-06,Mexico,"Estadio Azteca, Mexico City",95261,0,0,0,0
Peru,Morocco,3,0,,,3,Peru,Fase de Grupos,1970,1970-06-06,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",13537,0,0,0,0
Belgium,El Salvador,3,0,,,3,Belgium,Fase de Grupos,1970,1970-06-03,Mexico,"Estadio Azteca, Mexico City",92205,0,0,0,0
Brazil,Czechoslovakia,4,1,,,5,Brazil,Fase de Grupos,1970,1970-06-03,Mexico,"Jalisco, Guadalajara",52897,0,0,0,0
Italy,Sweden,1,0,,,1,Italy,Fase de Grupos,1970,1970-06-03,Mexico,"Luis Dosal, Toluca",13433,0,0,0,0
West Germany,Morocco,2,1,,,3,West Germany,Fase de Grupos,1970,1970-06-03,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",12942,0,0,0,0
England,Romania,1,0,,,1,England,Fase de Grupos,1970,1970-06-02,Mexico,"Jalisco, Guadalajara",50560,0,0,0,0
Peru,Bulgaria,3,2,,,5,Peru,Fase de Grupos,1970,1970-06-02,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",13765,0,0,0,0
Uruguay,Israel,2,0,,,2,Uruguay,Fase de Grupos,1970,1970-06-02,Mexico,"Cuauhtemoc, Puebla",20654,0,0,0,0
Mexico,Soviet Union,0,0,,,0,Draw,Fase de Grupos,1970,1970-05-31,Mexico,"Estadio Azteca, Mexico City",107160,0,0,0,0
England,West Germany,4,2,,,6,England,Final,1966,1966-07-30,England,"Wembley Stadium, London",96924,0,0,0,0
Portugal,Soviet Union,2,1,,,3,Portugal,Terceiro Lugar,1966,1966-07-28,England,"Wembley Stadium, London",87696,0,0,0,0
England,Portugal,2,1,,,3,England,Semi-finais,1966,1966-07-26,England,"Wembley Stadium, London",94493,0,0,0,0
West Germany,Soviet Union,2,1,,,3,West Germany,Semi-finais,1966,1966-07-25,England,"Goodison Park, Liverpool",38273,0,1,0,0
Portugal,Korea DPR,5,3,,,8,Portugal,Quartas de Final,1966,1966-07-23,England,"Goodison Park, Liverpool",40248,0,0,0,0
England,Argentina,1,0,,,1,England,Quartas de Final,1966,1966-07-23,England,"Wembley Stadium, London",90584,0,1,0,0
Soviet Union,Hungary,2,1,,,3,Soviet Union,Quartas de Final,1966,1966-07-23,England,"Roker Park Ground, Sunderland",26844,0,0,0,0
West Germany,Uruguay,4,0,,,4,West Germany,Quartas de Final,1966,1966-07-23,England,"Hillsborough, Sheffield",40007,0,2,0,0
England,France,2,0,,,2,England,Fase de Grupos,1966,1966-07-20,England,"Wembley Stadium, London",98270,0,0,0,0
Hungary,Bulgaria,3,1,,,4,Hungary,Fase de Grupos,1966,1966-07-20,England,"Old Trafford Stadium, Manchester",24129,0,0,0,0
West Germany,Spain,2,1,,,3,West Germany,Fase de Grupos,1966,1966-07-20,England,"Villa Park, Birmingham",42187,0,0,0,0
Soviet Union,Chile,2,1,,,3,Soviet Union,Fase de Grupos,1966,1966-07-20,England,"Roker Park Ground, Sunderland",16027,0,0,0,0
Uruguay,Mexico,0,0,,,0,Draw,Fase de Grupos,1966,1966-07-19,England,"Wembley Stadium, London",61112,0,0,0,0
Argentina,Switzerland,2,0,,,2,Argentina,Fase de Grupos,1966,1966-07-19,England,"Hillsborough, Sheffield",32127,0,0,0,0
Portugal,Brazil,3,1,,,4,Portugal,Fase de Grupos,1966,1966-07-19,England,"Goodison Park, Liverpool",58479,0,0,0,0
Korea DPR,Italy,1,0,,,1,Korea DPR,Fase de Grupos,1966,1966-07-19,England,"Ayresome Park, Middlesbrough",17829,0,0,0,0
West Germany,Argentina,0,0,,,0,Draw,Fase de Grupos,1966,1966-07-16,England,"Villa Park, Birmingham",46587,0,1,0,0
Soviet Union,Italy,1,0,,,1,Soviet Union,Fase de Grupos,1966,1966-07-16,England,"Roker Park Ground, Sunderland",27793,0,0,0,0
Portugal,Bulgaria,3,0,,,3,Portugal,Fase de Grupos,1966,1966-07-16,England,"Old Trafford Stadium, Manchester",25438,0,0,0,0
England,Mexico,2,0,,,2,England,Fase de Grupos,1966,1966-07-16,England,"Wembley Stadium, London",92570,0,0,0,0
Spain,Switzerland,2,1,,,3,Spain,Fase de Grupos,1966,1966-07-15,England,"Hillsborough, Sheffield",32028,0,0,0,0
Uruguay,France,2,1,,,3,Uruguay,Fase de Grupos,1966,1966-07-15,England,"White City, London",45662,0,0,0,0
Hungary,Brazil,3,1,,,4,Hungary,Fase de Grupos,1966,1966-07-15,England,"Goodison Park, Liverpool",51387,0,0,0,0
Korea DPR,Chile,1,1,,,2,Draw,Fase de Grupos,1966,1966-07-15,England,"Ayresome Park, Middlesbrough",13792,0,0,0,0
Argentina,Spain,2,1,,,3,Argentina,Fase de Grupos,1966,1966-07-13,England,"Villa Park, Birmingham",42738,0,0,0,0
France,Mexico,1,1,,,2,Draw,Fase de Grupos,1966,1966-07-13,England,"Wembley Stadium, London",69237,0,0,0,0
Italy,Chile,2,0,,,2,Italy,Fase de Grupos,1966,1966-07-13,England,"Roker Park Ground, Sunderland",27199,0,0,0,0
Portugal,Hungary,3,1,,,4,Portugal,Fase de Grupos,1966,1966-07-13,England,"Old Trafford Stadium, Manchester",29886,0,0,0,0
Brazil,Bulgaria,2,0,,,2,Brazil,Fase de Grupos,1966,1966-07-12,England,"Goodison Park, Liverpool",47308,0,0,0,0
Soviet Union,Korea DPR,3,0,,,3,Soviet Union,Fase de Grupos,1966,1966-07-12,England,"Ayresome Park, Middlesbrough",23006,0,0,0,0
West Germany,Switzerland,5,0,,,5,West Germany,Fase de Grupos,1966,1966-07-12,England,"Hillsborough, Sheffield",36127,0,0,0,0
England,Uruguay,0,0,,,0,Draw,Fase de Grupos,1966,1966-07-11,England,"Wembley Stadium, London",87148,0,0,0,0
Brazil,Czechoslovakia,3,1,,,4,Brazil,Final,1962,1962-06-17,Chile,"Nacional, Santiago De Chile",68679,0,0,0,0
Chile,Yugoslavia,1,0,,,1,Chile,Terceiro Lugar,1962,1962-06-16,Chile,"Nacional, Santiago De Chile",66697,0,0,0,0
Brazil,Chile,4,2,,,6,Brazil,Semi-finais,1962,1962-06-13,Chile,"Nacional, Santiago De Chile",76594,1,1,0,0
Czechoslovakia,Yugoslavia,3,1,,,4,Czechoslovakia,Semi-finais,1962,1962-06-13,Chile,"Estadio Sausalito, Vina Del Mar",5890,0,0,0,0
Chile,Soviet Union,2,1,,,3,Chile,Quartas de Final,1962,1962-06-10,Chile,"Carlos Dittborn, Arica",17268,0,0,0,0
Brazil,England,3,1,,,4,Brazil,Quartas de Final,1962,1962-06-10,Chile,"Estadio Sausalito, Vina Del Mar",17736,0,0,0,0
Czechoslovakia,Hungary,1,0,,,1,Czechoslovakia,Quartas de Final,1962,1962-06-10,Chile,"Estadio El Teniente-Codelco, Rancagua",11690,0,0,0,0
Yugoslavia,West Germany,1,0,,,1,Yugoslavia,Quartas de Final,1962,1962-06-10,Chile,"Nacional, Santiago De Chile",63324,0,0,0,0
England,Bulgaria,0,0,,,0,Draw,Fase de Grupos,1962,1962-06-07,Chile,"Estadio El Teniente-Codelco, Rancagua",5700,0,0,0,0
Mexico,Czechoslovakia,3,1,,,4,Mexico,Fase de Grupos,1962,1962-06-07,Chile,"Estadio Sausalito, Vina Del Mar",10648,0,0,0,0
Italy,Switzerland,3,0,,,3,Italy,Fase de Grupos,1962,1962-06-07,Chile,"Nacional, Santiago De Chile",59828,0,0,0,0
Yugoslavia,Colombia,5,0,,,5,Yugoslavia,Fase de Grupos,1962,1962-06-07,Chile,"Carlos Dittborn, Arica",7167,0,0,0,0
West Germany,Chile,2,0,,,2,West Germany,Fase de Grupos,1962,1962-06-06,Chile,"Nacional, Santiago De Chile",67224,0,0,0,0
Soviet Union,Uruguay,2,1,,,3,Soviet Union,Fase de Grupos,1962,1962-06-06,Chile,"Carlos Dittborn, Arica",9973,0,0,0,0
Hungary,Argentina,0,0,,,0,Draw,Fase de Grupos,1962,1962-06-06,Chile,"Estadio El Teniente-Codelco, Rancagua",7945,0,0,0,0
Brazil,Spain,2,1,,,3,Brazil,Fase de Grupos,1962,1962-06-06,Chile,"Estadio Sausalito, Vina Del Mar",18715,0,0,0,0
Spain,Mexico,1,0,,,1,Spain,Fase de Grupos,1962,1962-06-03,Chile,"Estadio Sausalito, Vina Del Mar",11875,0,0,0,0
Soviet Union,Colombia,4,4,,,8,Draw,Fase de Grupos,1962,1962-06-03,Chile,"Carlos Dittborn, Arica",8040,0,0,0,0
Hungary,Bulgaria,6,1,,,7,Hungary,Fase de Grupos,1962,1962-06-03,Chile,"Estadio El Teniente-Codelco, Rancagua",7442,0,0,0,0
West Germany,Switzerland,2,1,,,3,West Germany,Fase de Grupos,1962,1962-06-03,Chile,"Nacional, Santiago De Chile",64922,0,0,0,0
Chile,Italy,2,0,,,2,Chile,Fase de Grupos,1962,1962-06-02,Chile,"Nacional, Santiago De Chile",66057,0,2,0,0
Brazil,Czechoslovakia,0,0,,,0,Draw,Fase de Grupos,1962,1962-06-02,Chile,"Estadio Sausalito, Vina Del Mar",14903,0,0,0,0
England,Argentina,3,1,,,4,England,Fase de Grupos,1962,1962-06-02,Chile,"Estadio El Teniente-Codelco, Rancagua",9794,0,0,0,0
Yugoslavia,Uruguay,3,1,,,4,Yugoslavia,Fase de Grupos,1962,1962-06-02,Chile,"Carlos Dittborn, Arica",8829,1,1,0,0
West Germany,Italy,0,0,,,0,Draw,Fase de Grupos,1962,1962-05-31,Chile,"Nacional, Santiago De Chile",65440,0,0,0,0
Hungary,England,2,1,,,3,Hungary,Fase de Grupos,1962,1962-05-31,Chile,"Estadio El Teniente-Codelco, Rancagua",7938,0,0,0,0
Czechoslovakia,Spain,1,0,,,1,Czechoslovakia,Fase de Grupos,1962,1962-05-31,Chile,"Estadio Sausalito, Vina Del Mar",12700,0,0,0,0
Soviet Union,Yugoslavia,2,0,,,2,Soviet Union,Fase de Grupos,1962,1962-05-31,Chile,"Carlos Dittborn, Arica",9622,0,0,0,0
Chile,Switzerland,3,1,,,4,Chile,Fase de Grupos,1962,1962-05-30,Chile,"Nacional, Santiago De Chile",65006,0,0,0,0
Uruguay,Colombia,2,1,,,3,Uruguay,Fase de Grupos,1962,1962-05-30,Chile,"Carlos Dittborn, Arica",7908,0,0,0,0
Brazil,Mexico,2,0,,,2,Brazil,Fase de Grupos,1962,1962-05-30,Chile,"Estadio Sausalito, Vina Del Mar",10484,0,0,0,0
Argentina,Bulgaria,1,0,,,1,Argentina,Fase de Grupos,1962,1962-05-30,Chile,"Estadio El Teniente-Codelco, Rancagua",7134,0,0,0,0
Brazil,Sweden,5,2,,,7,Brazil,Final,1958,1958-06-29,Sweden,"Rasunda Stadium, Solna",49737,0,0,0,0
France,West Germany,6,3,,,9,France,Terceiro Lugar,1958,1958-06-28,Sweden,"Nya Ullevi, Gothenburg",32483,0,0,0,0
Sweden,West Germany,3,1,,,4,Sweden,Semi-finais,1958,1958-06-24,Sweden,"Nya Ullevi, Gothenburg",49471,0,1,0,0
Brazil,France,5,2,,,7,Brazil,Semi-finais,1958,1958-06-24,Sweden,"Rasunda Stadium, Solna",27100,0,0,0,0
France,Northern Ireland,4,0,,,4,France,Quartas de Final,1958,1958-06-19,Sweden,"Idrottsparken, Norrkï¿½Ping",11800,0,0,0,0
West Germany,Yugoslavia,1,0,,,1,West Germany,Quartas de Final,1958,1958-06-19,Sweden,"Malmo Stadion, Malmï¿½",20055,0,0,0,0
Brazil,Wales,1,0,,,1,Brazil,Quartas de Final,1958,1958-06-19,Sweden,"Nya Ullevi, Gothenburg",25923,0,0,0,0
Sweden,Soviet Union,2,0,,,2,Sweden,Quartas de Final,1958,1958-06-19,Sweden,"Rasunda Stadium, Solna",31900,0,0,0,0
Northern Ireland,Czechoslovakia,2,1,,,3,Northern Ireland,Fase de Grupos,1958,1958-06-17,Sweden,"Malmo Stadion, Malmï¿½",6196,0,1,0,0
Wales,Hungary,2,1,,,3,Wales,Fase de Grupos,1958,1958-06-17,Sweden,"Rasunda Stadium, Solna",2823,0,1,0,0
Soviet Union,England,1,0,,,1,Soviet Union,Fase de Grupos,1958,1958-06-17,Sweden,"Nya Ullevi, Gothenburg",23182,0,0,0,0
Sweden,Wales,0,0,,,0,Draw,Fase de Grupos,1958,1958-06-15,Sweden,"Rasunda Stadium, Solna",30287,0,0,0,0
Paraguay,Yugoslavia,3,3,,,6,Draw,Fase de Grupos,1958,1958-06-15,Sweden,"Tunavallen, Eskilstuna",13103,0,0,0,0
West Germany,Northern Ireland,2,2,,,4,Draw,Fase de Grupos,1958,1958-06-15,Sweden,"Malmo Stadion, Malmï¿½",21990,0,0,0,0
Czechoslovakia,Argentina,6,1,,,7,Czechoslovakia,Fase de Grupos,1958,1958-06-15,Sweden,"Olympia Stadium, Helsingborg",16418,0,0,0,0
England,Austria,2,2,,,4,Draw,Fase de Grupos,1958,1958-06-15,Sweden,"Ryavallen, Boras",15872,0,0,0,0
Brazil,Soviet Union,2,0,,,2,Brazil,Fase de Grupos,1958,1958-06-15,Sweden,"Nya Ullevi, Gothenburg",50928,0,0,0,0
Hungary,Mexico,4,0,,,4,Hungary,Fase de Grupos,1958,1958-06-15,Sweden,"Jarnvallen, Sandviken",13300,0,0,0,0
France,Scotland,2,1,,,3,France,Fase de Grupos,1958,1958-06-15,Sweden,"Eyravallen, Orebro",13554,0,0,0,0
Sweden,Hungary,2,1,,,3,Sweden,Fase de Grupos,1958,1958-06-12,Sweden,"Rasunda Stadium, Solna",38850,0,0,0,0
Soviet Union,Austria,2,0,,,2,Soviet Union,Fase de Grupos,1958,1958-06-11,Sweden,"Ryavallen, Boras",21239,0,0,0,0
West Germany,Czechoslovakia,2,2,,,4,Draw,Fase de Grupos,1958,1958-06-11,Sweden,"Olympia Stadium, Helsingborg",25000,0,0,0,0
Argentina,Northern Ireland,3,1,,,4,Argentina,Fase de Grupos,1958,1958-06-11,Sweden,"Orjans Vall, Halmstad",14174,0,0,0,0
Yugoslavia,France,3,2,,,5,Yugoslavia,Fase de Grupos,1958,1958-06-11,Sweden,"Arosvallen, Vasteras",12217,0,0,0,0
Paraguay,Scotland,3,2,,,5,Paraguay,Fase de Grupos,1958,1958-06-11,Sweden,"Idrottsparken, Norrkï¿½Ping",11665,0,0,0,0
Brazil,England,0,0,,,0,Draw,Fase de Grupos,1958,1958-06-11,Sweden,"Nya Ullevi, Gothenburg",40895,0,0,0,0
Mexico,Wales,1,1,,,2,Draw,Fase de Grupos,1958,1958-06-11,Sweden,"Rasunda Stadium, Solna",15150,0,0,0,0
Sweden,Mexico,3,0,,,3,Sweden,Fase de Grupos,1958,1958-06-08,Sweden,"Rasunda Stadium, Solna",34107,0,0,0,0
Northern Ireland,Czechoslovakia,1,0,,,1,Northern Ireland,Fase de Grupos,1958,1958-06-08,Sweden,"Orjans Vall, Halmstad",10647,0,0,0,0
Hungary,Wales,1,1,,,2,Draw,Fase de Grupos,1958,1958-06-08,Sweden,"Jarnvallen, Sandviken",15343,0,0,0,0
Yugoslavia,Scotland,1,1,,,2,Draw,Fase de Grupos,1958,1958-06-08,Sweden,"Arosvallen, Vasteras",9591,0,0,0,0
Brazil,Austria,3,0,,,3,Brazil,Fase de Grupos,1958,1958-06-08,Sweden,"Rimnersvallen, Udevalla",17788,0,0,0,0
Soviet Union,England,2,2,,,4,Draw,Fase de Grupos,1958,1958-06-08,Sweden,"Nya Ullevi, Gothenburg",49348,0,0,0,0
France,Paraguay,7,3,,,10,France,Fase de Grupos,1958,1958-06-08,Sweden,"Idrottsparken, Norrkï¿½Ping",16518,0,0,0,0
Argentina,West Germany,1,3,,,4,West Germany,Fase de Grupos,1958,1958-06-08,Sweden,"Malmo Stadion, Malmï¿½",31156,0,0,0,0
Germany,Hungary,3,2,,,5,Germany,Final,1954,1954-07-04,Switzerland,"Wankdorf Stadium, Berne",62500,0,0,0,0
Austria,Uruguay,3,1,,,4,Austria,Terceiro Lugar,1954,1954-07-03,Switzerland,"Hardturm, Zurich",32000,0,0,0,0
Hungary,Uruguay,4,2,,,6,Hungary,Semi-finais,1954,1954-06-30,Switzerland,"La Pontaise, Lausanne",45000,0,0,0,0
Germany,Austria,6,1,,,7,Germany,Semi-finais,1954,1954-06-30,Switzerland,"St. Jakob, Basel",58000,0,0,0,0
Germany,Yugoslavia,2,0,,,2,Germany,Quartas de Final,1954,1954-06-27,Switzerland,"Charmilles, Geneva",17000,0,0,0,0
Hungary,Brazil,4,2,,,6,Hungary,Quartas de Final,1954,1954-06-27,Switzerland,"Wankdorf Stadium, Berne",40000,1,2,0,0
Uruguay,England,4,2,,,6,Uruguay,Quartas de Final,1954,1954-06-26,Switzerland,"St. Jakob, Basel",28000,0,0,0,0
Switzerland,Austria,5,7,,,12,Austria,Quartas de Final,1954,1954-06-26,Switzerland,"La Pontaise, Lausanne",35000,0,0,0,0
Germany,Türkiye,7,2,,,9,Germany,Fase de Grupos,1954,1954-06-23,Switzerland,"Hardturm, Zurich",17000,0,0,0,0
Switzerland,Italy,4,1,,,5,Switzerland,Fase de Grupos,1954,1954-06-23,Switzerland,"St. Jakob, Basel",30000,0,0,0,0
Hungary,Germany,8,3,,,11,Hungary,Fase de Grupos,1954,1954-06-20,Switzerland,"St. Jakob, Basel",56000,0,0,0,0
Türkiye,Korea Republic,7,0,,,7,Türkiye,Fase de Grupos,1954,1954-06-20,Switzerland,"Charmilles, Geneva",4000,0,0,0,0
Italy,Belgium,4,1,,,5,Italy,Fase de Grupos,1954,1954-06-20,Switzerland,"Comunale di Cornaredo, Lugano",24000,0,0,0,0
Switzerland,England,0,2,,,2,England,Fase de Grupos,1954,1954-06-20,Switzerland,"Wankdorf Stadium, Berne",43500,0,0,0,0
Uruguay,Scotland,7,0,,,7,Uruguay,Fase de Grupos,1954,1954-06-19,Switzerland,"St. Jakob, Basel",34000,0,0,0,0
Brazil,Yugoslavia,1,1,,,2,Draw,Fase de Grupos,1954,1954-06-19,Switzerland,"La Pontaise, Lausanne",24637,0,0,0,0
Austria,Czechoslovakia,5,0,,,5,Austria,Fase de Grupos,1954,1954-06-19,Switzerland,"Hardturm, Zurich",26000,0,0,0,0
France,Mexico,3,2,,,5,France,Fase de Grupos,1954,1954-06-19,Switzerland,"Charmilles, Geneva",19000,0,0,0,0
Switzerland,Italy,2,1,,,3,Switzerland,Fase de Grupos,1954,1954-06-17,Switzerland,"La Pontaise, Lausanne",43000,0,0,0,0
Hungary,Korea Republic,9,0,,,9,Hungary,Fase de Grupos,1954,1954-06-17,Switzerland,"Hardturm, Zurich",13000,0,0,0,0
Germany,Türkiye,4,1,,,5,Germany,Fase de Grupos,1954,1954-06-17,Switzerland,"Wankdorf Stadium, Berne",28000,0,0,0,0
England,Belgium,4,4,,,8,Draw,Fase de Grupos,1954,1954-06-17,Switzerland,"St. Jakob, Basel",14000,0,0,0,0
Uruguay,Czechoslovakia,2,0,,,2,Uruguay,Fase de Grupos,1954,1954-06-16,Switzerland,"Wankdorf Stadium, Berne",20500,0,0,0,0
Yugoslavia,France,1,0,,,1,Yugoslavia,Fase de Grupos,1954,1954-06-16,Switzerland,"La Pontaise, Lausanne",16000,0,0,0,0
Brazil,Mexico,5,0,,,5,Brazil,Fase de Grupos,1954,1954-06-16,Switzerland,"Charmilles, Geneva",13470,0,0,0,0
Austria,Scotland,1,0,,,1,Austria,Fase de Grupos,1954,1954-06-16,Switzerland,"Hardturm, Zurich",25000,0,0,0,0
Sweden,Spain,3,1,,,4,Sweden,Fase de Grupos,1950,1950-07-16,Brazil,"Pacaembu, Sao Paulo",11227,0,0,0,0
Uruguay,Brazil,2,1,,,3,Uruguay,Fase de Grupos,1950,1950-07-16,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",173850,0,0,0,0
Brazil,Spain,6,1,,,7,Brazil,Fase de Grupos,1950,1950-07-13,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",152772,0,0,0,0
Uruguay,Sweden,3,2,,,5,Uruguay,Fase de Grupos,1950,1950-07-13,Brazil,"Pacaembu, Sao Paulo",7987,0,0,0,0
Brazil,Sweden,7,1,,,8,Brazil,Fase de Grupos,1950,1950-07-09,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",138886,0,0,0,0
Uruguay,Spain,2,2,,,4,Draw,Fase de Grupos,1950,1950-07-09,Brazil,"Pacaembu, Sao Paulo",44802,0,0,0,0
Chile,United States,5,2,,,7,Chile,Fase de Grupos,1950,1950-07-02,Brazil,"Ilha do Retiro, Recife",8501,0,0,0,0
Italy,Paraguay,2,0,,,2,Italy,Fase de Grupos,1950,1950-07-02,Brazil,"Pacaembu, Sao Paulo",25811,0,0,0,0
Uruguay,Bolivia,8,0,,,8,Uruguay,Fase de Grupos,1950,1950-07-02,Brazil,"Independencia, Belo Horizonte",5284,0,0,0,0
Spain,England,1,0,,,1,Spain,Fase de Grupos,1950,1950-07-02,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",74462,0,0,0,0
Switzerland,Mexico,2,1,,,3,Switzerland,Fase de Grupos,1950,1950-07-02,Brazil,"Eucaliptos, Porto Alegre",3580,0,0,0,0
Brazil,Yugoslavia,2,0,,,2,Brazil,Fase de Grupos,1950,1950-07-01,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",142429,0,0,0,0
Spain,Chile,2,0,,,2,Spain,Fase de Grupos,1950,1950-06-29,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",19790,0,0,0,0
United States,England,1,0,,,1,United States,Fase de Grupos,1950,1950-06-29,Brazil,"Independencia, Belo Horizonte",10151,0,0,0,0
Sweden,Paraguay,2,2,,,4,Draw,Fase de Grupos,1950,1950-06-29,Brazil,"Durival de Brito, Curitiba",7903,0,0,0,0
Brazil,Switzerland,2,2,,,4,Draw,Fase de Grupos,1950,1950-06-28,Brazil,"Pacaembu, Sao Paulo",42032,0,0,0,0
Yugoslavia,Mexico,4,1,,,5,Yugoslavia,Fase de Grupos,1950,1950-06-28,Brazil,"Eucaliptos, Porto Alegre",11078,0,0,0,0
Sweden,Italy,3,2,,,5,Sweden,Fase de Grupos,1950,1950-06-25,Brazil,"Pacaembu, Sao Paulo",36502,0,0,0,0
England,Chile,2,0,,,2,England,Fase de Grupos,1950,1950-06-25,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",29703,0,0,0,0
