home_team,away_team,home_score,away_score,home_penalty,away_penalty,total_goals,Winner,Stage,Year,Date,Host,Venue,Attendance,home_red_cards,away_red_cards,home_yellow_red_cards,away_yellow_red_cards
Cameroon,Germany,0,2,,,2,Germany,Fase de Grupos,2002,2002-06-11,"Korea Republic, Japan","Shizuoka Stadium Ecopa, Fukuroi",47085,0,0,1,1
Korea Republic,United States,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-10,"Korea Republic, Japan","Daegu Main Stadium, Daegu",60778,0,0,0,0
Tunisia,Belgium,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-10,"Korea Republic, Japan","Ōita Bank Dome, Ōita",39700,0,0,0,0
Portugal,Poland,4,0,,,4,Portugal,Fase de Grupos,2002,2002-06-10,"Korea Republic, Japan","Jeonju World Cup Stadium, Jeonju",31000,0,0,0,0
Mexico,Ecuador,2,1,,,3,Mexico,Fase de Grupos,2002,2002-06-09,"Korea Republic, Japan","Sapporo Dome, Sapporo",45610,0,0,0,0
Costa Rica,Türkiye,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-09,"Korea Republic, Japan","Incheon Munhak Stadium, Incheon",42299,0,0,0,0
Japan,Russia,1,0,,,1,Japan,Fase de Grupos,2002,2002-06-09,"Korea Republic, Japan","Nissan Stadium, Yokohama",66108,0,0,0,0
South Africa,Slovenia,1,0,,,1,South Africa,Fase de Grupos,2002,2002-06-08,"Korea Republic, Japan","Daegu Main Stadium, Daegu",47226,0,0,0,0
Italy,Croatia,1,2,,,3,Croatia,Fase de Grupos,2002,2002-06-08,"Korea Republic, Japan","Kashima Soccer Stadium, Kashima",36472,0,0,0,0
Brazil,China PR,4,0,,,4,Brazil,Fase de Grupos,2002,2002-06-08,"Korea Republic, Japan","Jeju World Cup Stadium, Jeju",36750,0,0,0,0
Sweden,Nigeria,2,1,,,3,Sweden,Fase de Grupos,2002,2002-06-07,"Korea Republic, Japan","NOEVIR Stadium Kobe, Kobe",36194,0,0,0,0
Spain,Paraguay,3,1,,,4,Spain,Fase de Grupos,2002,2002-06-07,"Korea Republic, Japan","Jeonju World Cup Stadium, Jeonju",24000,0,0,0,0
Argentina,England,0,1,,,1,England,Fase de Grupos,2002,2002-06-07,"Korea Republic, Japan","Sapporo Dome, Sapporo",35927,0,0,0,0
Denmark,Senegal,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-06,"Korea Republic, Japan","Daegu Main Stadium, Daegu",43500,0,0,0,1
Cameroon,Saudi Arabia,1,0,,,1,Cameroon,Fase de Grupos,2002,2002-06-06,"Korea Republic, Japan","Saitama Stadium 2002, Saitama",52328,0,0,0,0
France,Uruguay,0,0,,,0,Draw,Fase de Grupos,2002,2002-06-06,"Korea Republic, Japan","Busan Sport Complex Asiad Stadium, Busan",38070,1,0,0,0
Russia,Tunisia,2,0,,,2,Russia,Fase de Grupos,2002,2002-06-05,"Korea Republic, Japan","NOEVIR Stadium Kobe, Kobe",30957,0,0,0,0
United States,Portugal,3,2,,,5,United States,Fase de Grupos,2002,2002-06-05,"Korea Republic, Japan","Suwon World Cup Stadium, Suwon",37306,0,0,0,0
Germany,Republic of Ireland,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-05,"Korea Republic, Japan","Kashima Soccer Stadium, Kashima",35854,0,0,0,0
China PR,Costa Rica,0,2,,,2,Costa Rica,Fase de Grupos,2002,2002-06-04,"Korea Republic, Japan","Guus Hiddink Stadium, Gwangju",27217,0,0,0,0
Japan,Belgium,2,2,,,4,Draw,Fase de Grupos,2002,2002-06-04,"Korea Republic, Japan","Saitama Stadium 2002, Saitama",55256,0,0,0,0
Korea Republic,Poland,2,0,,,2,Korea Republic,Fase de Grupos,2002,2002-06-04,"Korea Republic, Japan","Busan Sport Complex Asiad Stadium, Busan",48760,0,0,0,0
Croatia,Mexico,0,1,,,1,Mexico,Fase de Grupos,2002,2002-06-03,"Korea Republic, Japan","Denka Big Swan Stadium, Niigata",32239,1,0,0,0
Brazil,Türkiye,2,1,,,3,Brazil,Fase de Grupos,2002,2002-06-03,"Korea Republic, Japan","Munsu Cup Stadium, Ulsan",33842,0,0,0,2
Italy,Ecuador,2,0,,,2,Italy,Fase de Grupos,2002,2002-06-03,"Korea Republic, Japan","Sapporo Dome, Sapporo",31081,0,0,0,0
Argentina,Nigeria,1,0,,,1,Argentina,Fase de Grupos,2002,2002-06-02,"Korea Republic, Japan","Kashima Soccer Stadium, Kashima",34050,0,0,0,0
Paraguay,South Africa,2,2,,,4,Draw,Fase de Grupos,2002,2002-06-02,"Korea Republic, Japan","Busan Sport Complex Asiad Stadium, Busan",25186,0,0,0,0
England,Sweden,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-02,"Korea Republic, Japan","Saitama Stadium 2002, Saitama",52721,0,0,0,0
Spain,Slovenia,3,1,,,4,Spain,Fase de Grupos,2002,2002-06-02,"Korea Republic, Japan","Guus Hiddink Stadium, Gwangju",28588,0,0,0,0
Republic of Ireland,Cameroon,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-01,"Korea Republic, Japan","Denka Big Swan Stadium, Niigata",33679,0,0,0,0
Uruguay,Denmark,1,2,,,3,Denmark,Fase de Grupos,2002,2002-06-01,"Korea Republic, Japan","Munsu Cup Stadium, Ulsan",30157,0,0,0,0
Germany,Saudi Arabia,8,0,,,8,Germany,Fase de Grupos,2002,2002-06-01,"Korea Republic, Japan","Sapporo Dome, Sapporo",32218,0,0,0,0
France,Senegal,0,1,,,1,Senegal,Fase de Grupos,2002,2002-05-31,"Korea Republic, Japan","Seoul World Cup Stadium, Seoul",62561,0,0,0,0
Brazil,France,0,3,,,3,France,Final,1998,1998-07-12,France,"Stade de France, Paris",80000,0,0,0,1
Netherlands,Croatia,1,2,,,3,Croatia,Terceiro Lugar,1998,1998-07-11,France,"Parc des Princes, Paris",44000,0,0,0,0
France,Croatia,2,1,,,3,France,Semi-finais,1998,1998-07-08,France,"Stade de France, Paris",80000,1,0,0,0
Brazil,Netherlands,1,1,4.0,2.0,2,Brazil,Semi-finais,1998,1998-07-07,France,"Orange Vélodrome, Marseille",60000,0,0,0,0
Netherlands,Argentina,2,1,,,3,Netherlands,Quartas de Final,1998,1998-07-04,France,"Orange Vélodrome, Marseille",60000,0,0,1,1
Germany,Croatia,0,3,,,3,Croatia,Quartas de Final,1998,1998-07-04,France,"Matmut Stadium de Gerland, Lyon",43300,1,0,0,0
Italy,France,0,0,3.0,4.0,0,France,Quartas de Final,1998,1998-07-03,France,"Stade de France, Paris",80000,0,0,0,0
Brazil,Denmark,3,2,,,5,Brazil,Quartas de Final,1998,1998-07-03,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",49500,0,0,0,0
Romania,Croatia,0,1,,,1,Croatia,Oitavas de Final,1998,1998-06-30,France,"Stade Jacques Chaban-Delmas, Bordeaux",31800,0,0,0,0
Argentina,England,2,2,4.0,3.0,4,Argentina,Oitavas de Final,1998,1998-06-30,France,"Stade Geoffroy-Guichard, Saint-Étienne",30600,0,1,0,0
Germany,Mexico,2,1,,,3,Germany,Oitavas de Final,1998,1998-06-29,France,"Stade de la Mosson, Montpellier",29800,0,0,0,0
Netherlands,FR Yugoslavia,2,1,,,3,Netherlands,Oitavas de Final,1998,1998-06-29,France,"Stadium Municipal, Toulouse",33000,0,0,0,0
France,Paraguay,1,0,,,1,France,Oitavas de Final,1998,1998-06-28,France,"Stade Bollaert-Delelis, Lens",31800,0,0,0,0
Nigeria,Denmark,1,4,,,5,Denmark,Oitavas de Final,1998,1998-06-28,France,"Stade de France, Paris",77000,0,0,0,0
Italy,Norway,1,0,,,1,Italy,Oitavas de Final,1998,1998-06-27,France,"Orange Vélodrome, Marseille",55000,0,0,0,0
Brazil,Chile,4,1,,,5,Brazil,Oitavas de Final,1998,1998-06-27,France,"Parc des Princes, Paris",45500,0,0,0,0
Argentina,Croatia,1,0,,,1,Argentina,Fase de Grupos,1998,1998-06-26,France,"Stade Jacques Chaban-Delmas, Bordeaux",31800,0,0,0,0
Japan,Jamaica,1,2,,,3,Jamaica,Fase de Grupos,1998,1998-06-26,France,"Matmut Stadium de Gerland, Lyon",39100,0,0,0,0
Romania,Tunisia,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-26,France,"Stade de France, Paris",80000,0,0,0,0
Colombia,England,0,2,,,2,England,Fase de Grupos,1998,1998-06-26,France,"Stade Bollaert-Delelis, Lens",42000,0,0,0,0
Netherlands,Mexico,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-25,France,"Stade Geoffroy-Guichard, Saint-Étienne",30600,0,1,0,0
Belgium,Korea Republic,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-25,France,"Parc des Princes, Paris",45500,0,0,0,0
United States,FR Yugoslavia,0,1,,,1,FR Yugoslavia,Fase de Grupos,1998,1998-06-25,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",38500,0,0,0,0
Germany,IR Iran,2,0,,,2,Germany,Fase de Grupos,1998,1998-06-25,France,"Stade de la Mosson, Montpellier",35500,0,0,0,0
South Africa,Saudi Arabia,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-24,France,"Stade Jacques Chaban-Delmas, Bordeaux",31800,0,0,0,0
France,Denmark,2,1,,,3,France,Fase de Grupos,1998,1998-06-24,France,"Matmut Stadium de Gerland, Lyon",39100,0,0,0,0
Spain,Bulgaria,6,1,,,7,Spain,Fase de Grupos,1998,1998-06-24,France,"Stade Bollaert-Delelis, Lens",41275,0,0,0,0
Nigeria,Paraguay,1,3,,,4,Paraguay,Fase de Grupos,1998,1998-06-24,France,"Stadium Municipal, Toulouse",33400,0,0,0,0
Italy,Austria,2,1,,,3,Italy,Fase de Grupos,1998,1998-06-23,France,"Stade de France, Paris",80000,0,0,0,0
Chile,Cameroon,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-23,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",39500,0,2,0,0
Brazil,Norway,1,2,,,3,Norway,Fase de Grupos,1998,1998-06-23,France,"Orange Vélodrome, Marseille",57000,0,0,0,0
Scotland,Morocco,0,3,,,3,Morocco,Fase de Grupos,1998,1998-06-23,France,"Stade Geoffroy-Guichard, Saint-Étienne",36000,1,0,0,0
Colombia,Tunisia,1,0,,,1,Colombia,Fase de Grupos,1998,1998-06-22,France,"Stade de la Mosson, Montpellier",35500,0,0,0,0
Romania,England,2,1,,,3,Romania,Fase de Grupos,1998,1998-06-22,France,"Stadium Municipal, Toulouse",33140,0,0,0,0
Germany,FR Yugoslavia,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-21,France,"Stade Bollaert-Delelis, Lens",41275,0,0,0,0
Argentina,Jamaica,5,0,,,5,Argentina,Fase de Grupos,1998,1998-06-21,France,"Parc des Princes, Paris",45500,0,0,0,1
United States,IR Iran,1,2,,,3,IR Iran,Fase de Grupos,1998,1998-06-21,France,"Matmut Stadium de Gerland, Lyon",43300,0,0,0,0
Japan,Croatia,0,1,,,1,Croatia,Fase de Grupos,1998,1998-06-20,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",35500,0,0,0,0
Belgium,Mexico,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-20,France,"Stade Jacques Chaban-Delmas, Bordeaux",31800,1,1,0,0
Netherlands,Korea Republic,5,0,,,5,Netherlands,Fase de Grupos,1998,1998-06-20,France,"Orange Vélodrome, Marseille",55000,0,0,0,0
Nigeria,Bulgaria,1,0,,,1,Nigeria,Fase de Grupos,1998,1998-06-19,France,"Parc des Princes, Paris",48000,0,0,0,0
Spain,Paraguay,0,0,,,0,Draw,Fase de Grupos,1998,1998-06-19,France,"Stade Geoffroy-Guichard, Saint-Étienne",36000,0,0,0,0
South Africa,Denmark,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-18,France,"Stadium Municipal, Toulouse",33500,1,2,0,0
France,Saudi Arabia,4,0,,,4,France,Fase de Grupos,1998,1998-06-18,France,"Stade de France, Paris",80000,1,1,0,0
Chile,Austria,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-17,France,"Stade Geoffroy-Guichard, Saint-Étienne",36000,0,0,0,0
Italy,Cameroon,3,0,,,3,Italy,Fase de Grupos,1998,1998-06-17,France,"Stade de la Mosson, Montpellier",35500,0,1,0,0
Scotland,Norway,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-16,France,"Stade Jacques Chaban-Delmas, Bordeaux",31800,0,0,0,0
Brazil,Morocco,3,0,,,3,Brazil,Fase de Grupos,1998,1998-06-16,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",38500,0,0,0,0
England,Tunisia,2,0,,,2,England,Fase de Grupos,1998,1998-06-15,France,"Orange Vélodrome, Marseille",54587,0,0,0,0
Romania,Colombia,1,0,,,1,Romania,Fase de Grupos,1998,1998-06-15,France,"Matmut Stadium de Gerland, Lyon",43300,0,0,0,0
Germany,United States,2,0,,,2,Germany,Fase de Grupos,1998,1998-06-15,France,"Parc des Princes, Paris",49000,0,0,0,0
Argentina,Japan,1,0,,,1,Argentina,Fase de Grupos,1998,1998-06-14,France,"Stadium Municipal, Toulouse",33500,0,0,0,0
FR Yugoslavia,IR Iran,1,0,,,1,FR Yugoslavia,Fase de Grupos,1998,1998-06-14,France,"Stade Geoffroy-Guichard, Saint-Étienne",36000,0,0,0,0
Jamaica,Croatia,1,3,,,4,Croatia,Fase de Grupos,1998,1998-06-14,France,"Stade Bollaert-Delelis, Lens",38100,0,0,0,0
Spain,Nigeria,2,3,,,5,Nigeria,Fase de Grupos,1998,1998-06-13,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",38000,0,0,0,0
Korea Republic,Mexico,1,3,,,4,Mexico,Fase de Grupos,1998,1998-06-13,France,"Matmut Stadium de Gerland, Lyon",39100,1,0,0,0
Netherlands,Belgium,0,0,,,0,Draw,Fase de Grupos,1998,1998-06-13,France,"Stade de France, Paris",77000,1,0,0,0
Paraguay,Bulgaria,0,0,,,0,Draw,Fase de Grupos,1998,1998-06-12,France,"Stade de la Mosson, Montpellier",27650,0,0,0,1
Saudi Arabia,Denmark,0,1,,,1,Denmark,Fase de Grupos,1998,1998-06-12,France,"Stade Bollaert-Delelis, Lens",38100,0,0,0,0
France,South Africa,3,0,,,3,France,Fase de Grupos,1998,1998-06-12,France,"Orange Vélodrome, Marseille",55000,0,0,0,0
Italy,Chile,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-11,France,"Stade Jacques Chaban-Delmas, Bordeaux",35200,0,0,0,0
Cameroon,Austria,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-11,France,"Stadium Municipal, Toulouse",36500,0,0,0,0
Brazil,Scotland,2,1,,,3,Brazil,Fase de Grupos,1998,1998-06-10,France,"Stade de France, Paris",80000,0,0,0,0
Morocco,Norway,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-10,France,"Stade de la Mosson, Montpellier",29750,0,0,0,0
Brazil,Italy,0,0,3.0,2.0,0,Brazil,Final,1994,1994-07-17,United States,"Rose Bowl, Los Angeles",94194,0,0,0,0
Sweden,Bulgaria,4,0,,,4,Sweden,Terceiro Lugar,1994,1994-07-16,United States,"Rose Bowl, Los Angeles",91500,0,0,0,0
Bulgaria,Italy,1,2,,,3,Italy,Semi-finais,1994,1994-07-13,United States,"Giants Stadium, New York/New Jersey",74110,0,0,0,0
Sweden,Brazil,0,1,,,1,Brazil,Semi-finais,1994,1994-07-13,United States,"Rose Bowl, Los Angeles",91856,1,0,0,0
Bulgaria,Germany,2,1,,,3,Bulgaria,Quartas de Final,1994,1994-07-10,United States,"Giants Stadium, New York/New Jersey",72000,0,0,0,0
Romania,Sweden,2,2,4.0,5.0,4,Sweden,Quartas de Final,1994,1994-07-10,United States,"Stanford Stadium, San Francisco",83500,0,0,0,1
Italy,Spain,2,1,,,3,Italy,Quartas de Final,1994,1994-07-09,United States,"Foxboro Stadium, Boston",53400,0,0,0,0
Netherlands,Brazil,2,3,,,5,Brazil,Quartas de Final,1994,1994-07-09,United States,"Cotton Bowl, Dallas",63500,0,0,0,0
Nigeria,Italy,1,2,,,3,Italy,Oitavas de Final,1994,1994-07-05,United States,"Foxboro Stadium, Boston",54367,0,1,0,0
Mexico,Bulgaria,1,1,1.0,3.0,2,Bulgaria,Oitavas de Final,1994,1994-07-05,United States,"Giants Stadium, New York/New Jersey",71030,0,0,1,1
Netherlands,Republic of Ireland,2,0,,,2,Netherlands,Oitavas de Final,1994,1994-07-04,United States,"Citrus Bowl, Orlando",61355,0,0,0,0
Brazil,United States,1,0,,,1,Brazil,Oitavas de Final,1994,1994-07-04,United States,"Stanford Stadium, San Francisco",84147,1,0,0,1
Saudi Arabia,Sweden,1,3,,,4,Sweden,Oitavas de Final,1994,1994-07-03,United States,"Cotton Bowl, Dallas",60277,0,0,0,0
Romania,Argentina,3,2,,,5,Romania,Oitavas de Final,1994,1994-07-03,United States,"Rose Bowl, Los Angeles",90469,0,0,0,0
Germany,Belgium,3,2,,,5,Germany,Oitavas de Final,1994,1994-07-02,United States,"Soldier Field, Chicago",60246,0,0,0,0
Spain,Switzerland,3,0,,,3,Spain,Oitavas de Final,1994,1994-07-02,United States,"RFK Stadium, Washington Dc",53121,0,0,0,0
Greece,Nigeria,0,2,,,2,Nigeria,Fase de Grupos,1994,1994-06-30,United States,"Foxboro Stadium, Boston",53001,0,0,0,0
Argentina,Bulgaria,0,2,,,2,Bulgaria,Fase de Grupos,1994,1994-06-30,United States,"Cotton Bowl, Dallas",63998,0,0,0,1
Morocco,Netherlands,1,2,,,3,Netherlands,Fase de Grupos,1994,1994-06-29,United States,"Citrus Bowl, Orlando",60578,0,0,0,0
Belgium,Saudi Arabia,0,1,,,1,Saudi Arabia,Fase de Grupos,1994,1994-06-29,United States,"RFK Stadium, Washington Dc",52959,0,0,0,0
Italy,Mexico,1,1,,,2,Draw,Fase de Grupos,1994,1994-06-28,United States,"RFK Stadium, Washington Dc",52535,0,0,0,0
Republic of Ireland,Norway,0,0,,,0,Draw,Fase de Grupos,1994,1994-06-28,United States,"Giants Stadium, New York/New Jersey",72404,0,0,0,0
Russia,Cameroon,6,1,,,7,Russia,Fase de Grupos,1994,1994-06-28,United States,"Stanford Stadium, San Francisco",74914,0,0,0,0
Brazil,Sweden,1,1,,,2,Draw,Fase de Grupos,1994,1994-06-28,United States,"Pontiac Silverdome, Detroit",77217,0,0,0,0
Germany,Korea Republic,3,2,,,5,Germany,Fase de Grupos,1994,1994-06-27,United States,"Cotton Bowl, Dallas",63998,0,0,0,0
Bolivia,Spain,1,3,,,4,Spain,Fase de Grupos,1994,1994-06-27,United States,"Soldier Field, Chicago",63089,0,0,0,0
Bulgaria,Greece,4,0,,,4,Bulgaria,Fase de Grupos,1994,1994-06-26,United States,"Soldier Field, Chicago",63160,0,0,0,0
United States,Romania,0,1,,,1,Romania,Fase de Grupos,1994,1994-06-26,United States,"Rose Bowl, Los Angeles",93869,0,0,0,0
Switzerland,Colombia,0,2,,,2,Colombia,Fase de Grupos,1994,1994-06-26,United States,"Stanford Stadium, San Francisco",83401,0,0,0,0
Belgium,Netherlands,1,0,,,1,Belgium,Fase de Grupos,1994,1994-06-25,United States,"Citrus Bowl, Orlando",62387,0,0,0,0
Saudi Arabia,Morocco,2,1,,,3,Saudi Arabia,Fase de Grupos,1994,1994-06-25,United States,"Giants Stadium, New York/New Jersey",76322,0,0,0,0
Argentina,Nigeria,2,1,,,3,Argentina,Fase de Grupos,1994,1994-06-25,United States,"Foxboro Stadium, Boston",54453,0,0,0,0
Mexico,Republic of Ireland,2,1,,,3,Mexico,Fase de Grupos,1994,1994-06-24,United States,"Citrus Bowl, Orlando",60790,0,0,0,0
Brazil,Cameroon,3,0,,,3,Brazil,Fase de Grupos,1994,1994-06-24,United States,"Stanford Stadium, San Francisco",83401,0,1,0,0
Sweden,Russia,3,1,,,4,Sweden,Fase de Grupos,1994,1994-06-24,United States,"Pontiac Silverdome, Detroit",71528,0,0,0,1
Italy,Norway,1,0,,,1,Italy,Fase de Grupos,1994,1994-06-23,United States,"Giants Stadium, New York/New Jersey",74624,1,0,0,0
Korea Republic,Bolivia,0,0,,,0,Draw,Fase de Grupos,1994,1994-06-23,United States,"Foxboro Stadium, Boston",54453,0,0,0,1
Romania,Switzerland,1,4,,,5,Switzerland,Fase de Grupos,1994,1994-06-22,United States,"Pontiac Silverdome, Detroit",61428,1,0,0,0
United States,Colombia,2,1,,,3,United States,Fase de Grupos,1994,1994-06-22,United States,"Rose Bowl, Los Angeles",93869,0,0,0,0
Argentina,Greece,4,0,,,4,Argentina,Fase de Grupos,1994,1994-06-21,United States,"Foxboro Stadium, Boston",54456,0,0,0,0
Germany,Spain,1,1,,,2,Draw,Fase de Grupos,1994,1994-06-21,United States,"Soldier Field, Chicago",63113,0,0,0,0
Nigeria,Bulgaria,3,0,,,3,Nigeria,Fase de Grupos,1994,1994-06-21,United States,"Cotton Bowl, Dallas",44132,0,0,0,0
Brazil,Russia,2,0,,,2,Brazil,Fase de Grupos,1994,1994-06-20,United States,"Stanford Stadium, San Francisco",81061,0,0,0,0
Netherlands,Saudi Arabia,2,1,,,3,Netherlands,Fase de Grupos,1994,1994-06-20,United States,"RFK Stadium, Washington Dc",50535,0,0,0,0
Belgium,Morocco,1,0,,,1,Belgium,Fase de Grupos,1994,1994-06-19,United States,"Citrus Bowl, Orlando",61219,0,0,0,0
Norway,Mexico,1,0,,,1,Norway,Fase de Grupos,1994,1994-06-19,United States,"RFK Stadium, Washington Dc",52395,0,0,0,0
Cameroon,Sweden,2,2,,,4,Draw,Fase de Grupos,1994,1994-06-19,United States,"Rose Bowl, Los Angeles",93194,0,0,0,0
United States,Switzerland,1,1,,,2,Draw,Fase de Grupos,1994,1994-06-18,United States,"Pontiac Silverdome, Detroit",73425,0,0,0,0
Italy,Republic of Ireland,0,1,,,1,Republic of Ireland,Fase de Grupos,1994,1994-06-18,United States,"Giants Stadium, New York/New Jersey",75338,0,0,0,0
Colombia,Romania,1,3,,,4,Romania,Fase de Grupos,1994,1994-06-18,United States,"Rose Bowl, Los Angeles",91856,0,0,0,0
Germany,Bolivia,1,0,,,1,Germany,Fase de Grupos,1994,1994-06-17,United States,"Soldier Field, Chicago",63117,0,1,0,0
Spain,Korea Republic,2,2,,,4,Draw,Fase de Grupos,1994,1994-06-17,United States,"Cotton Bowl, Dallas",56247,1,0,0,0
West Germany,Argentina,1,0,,,1,West Germany,Final,1990,1990-07-08,Italy,"Stadio Olimpico, Rome",73603,0,2,0,0
Italy,England,2,1,,,3,Italy,Terceiro Lugar,1990,1990-07-07,Italy,"Stadio San Nicola, Bari",51426,0,0,0,0
West Germany,England,1,1,4.0,3.0,2,West Germany,Semi-finais,1990,1990-07-04,Italy,"Stadio delle Alpi, Turin",62628,0,0,0,0
Italy,Argentina,1,1,3.0,4.0,2,Argentina,Semi-finais,1990,1990-07-03,Italy,"San Paolo, Naples",59978,0,0,0,1
West Germany,Czechoslovakia,1,0,,,1,West Germany,Quartas de Final,1990,1990-07-01,Italy,"Giuseppe Meazza, Milan",73347,0,1,0,0
England,Cameroon,3,2,,,5,England,Quartas de Final,1990,1990-07-01,Italy,"San Paolo, Naples",55205,0,0,0,0
Yugoslavia,Argentina,0,0,2.0,3.0,0,Argentina,Quartas de Final,1990,1990-06-30,Italy,"Comunale, Florence",38971,1,0,0,0
Italy,Republic of Ireland,1,0,,,1,Italy,Quartas de Final,1990,1990-06-30,Italy,"Stadio Olimpico, Rome",73303,0,0,0,0
Spain,Yugoslavia,1,2,,,3,Yugoslavia,Oitavas de Final,1990,1990-06-26,Italy,"Marc Antonio Bentegodi, Verona",35500,0,0,0,0
England,Belgium,1,0,,,1,England,Oitavas de Final,1990,1990-06-26,Italy,"Renato Dall Ara, Bologna",34520,0,0,0,0
Republic of Ireland,Romania,0,0,5.0,4.0,0,Republic of Ireland,Oitavas de Final,1990,1990-06-25,Italy,"Luigi Ferraris, Genoa",31818,0,0,0,0
Italy,Uruguay,2,0,,,2,Italy,Oitavas de Final,1990,1990-06-25,Italy,"Stadio Olimpico, Rome",73303,0,0,0,0
Brazil,Argentina,0,1,,,1,Argentina,Oitavas de Final,1990,1990-06-24,Italy,"Stadio delle Alpi, Turin",61381,1,0,0,0
West Germany,Netherlands,2,1,,,3,West Germany,Oitavas de Final,1990,1990-06-24,Italy,"Giuseppe Meazza, Milan",74559,1,1,0,0
Cameroon,Colombia,2,1,,,3,Cameroon,Oitavas de Final,1990,1990-06-23,Italy,"San Paolo, Naples",50026,0,0,0,0
Czechoslovakia,Costa Rica,4,1,,,5,Czechoslovakia,Oitavas de Final,1990,1990-06-23,Italy,"Stadio San Nicola, Bari",47673,0,0,0,0
Belgium,Spain,1,2,,,3,Spain,Fase de Grupos,1990,1990-06-21,Italy,"Marc Antonio Bentegodi, Verona",35950,0,0,0,0
Korea Republic,Uruguay,0,1,,,1,Uruguay,Fase de Grupos,1990,1990-06-21,Italy,"Friuli, Udine",29039,1,0,0,0
Republic of Ireland,Netherlands,1,1,,,2,Draw,Fase de Grupos,1990,1990-06-21,Italy,"Della Favorita, Palermo",33288,0,0,0,0
England,Egypt,1,0,,,1,England,Fase de Grupos,1990,1990-06-21,Italy,"Sant Elia, Cagliari",34959,0,0,0,0
Sweden,Costa Rica,1,2,,,3,Costa Rica,Fase de Grupos,1990,1990-06-20,Italy,"Luigi Ferraris, Genoa",30223,0,0,0,0
Brazil,Scotland,1,0,,,1,Brazil,Fase de Grupos,1990,1990-06-20,Italy,"Stadio delle Alpi, Turin",62502,0,0,0,0
West Germany,Colombia,1,1,,,2,Draw,Fase de Grupos,1990,1990-06-19,Italy,"Giuseppe Meazza, Milan",72510,0,0,0,0
Yugoslavia,United Arab Emirates,4,1,,,5,Yugoslavia,Fase de Grupos,1990,1990-06-19,Italy,"Renato Dall Ara, Bologna",27833,0,0,0,1
Austria,United States,2,1,,,3,Austria,Fase de Grupos,1990,1990-06-19,Italy,"Comunale, Florence",34857,1,0,0,0
Italy,Czechoslovakia,2,0,,,2,Italy,Fase de Grupos,1990,1990-06-19,Italy,"Stadio Olimpico, Rome",73303,0,0,0,0
Argentina,Romania,1,1,,,2,Draw,Fase de Grupos,1990,1990-06-18,Italy,"San Paolo, Naples",52733,0,0,0,0
Cameroon,Soviet Union,0,4,,,4,Soviet Union,Fase de Grupos,1990,1990-06-18,Italy,"Stadio San Nicola, Bari",37307,0,0,0,0
Republic of Ireland,Egypt,0,0,,,0,Draw,Fase de Grupos,1990,1990-06-17,Italy,"Della Favorita, Palermo",33288,0,0,0,0
Belgium,Uruguay,3,1,,,4,Belgium,Fase de Grupos,1990,1990-06-17,Italy,"Marc Antonio Bentegodi, Verona",33759,0,0,1,0
Korea Republic,Spain,1,3,,,4,Spain,Fase de Grupos,1990,1990-06-17,Italy,"Dacia Arena, Udine",32733,0,0,0,0
Brazil,Costa Rica,1,0,,,1,Brazil,Fase de Grupos,1990,1990-06-16,Italy,"Stadio delle Alpi, Turin",58007,0,0,0,0
England,Netherlands,0,0,,,0,Draw,Fase de Grupos,1990,1990-06-16,Italy,"Sant Elia, Cagliari",35267,0,0,0,0
Sweden,Scotland,1,2,,,3,Scotland,Fase de Grupos,1990,1990-06-16,Italy,"Luigi Ferraris, Genoa",31823,0,0,0,0
Austria,Czechoslovakia,0,1,,,1,Czechoslovakia,Fase de Grupos,1990,1990-06-15,Italy,"Comunale, Florence",38962,0,0,0,0
West Germany,United Arab Emirates,5,1,,,6,West Germany,Fase de Grupos,1990,1990-06-15,Italy,"Giuseppe Meazza, Milan",71169,0,0,0,0
Yugoslavia,Colombia,1,0,,,1,Yugoslavia,Fase de Grupos,1990,1990-06-14,Italy,"Renato Dall Ara, Bologna",32257,0,0,0,0
